,gas_temp,dust_temp,Chem_1,Chem_2,Chem_3,Chem_4,Chem_5,Chem_6,Chem_7,Chem_8
0,0.7627171,0.42398435,0.10700913,0.34408283,0.29684,0.047208518,0.8053496,0.22397223,0.7876181,0.4269176
0,0.7627171,0.42398435,0.10700913,0.34408283,0.29684,0.047208518,0.8053496,0.22397223,0.7876181,0.4269176
0,0.7627171,0.42398435,0.10700913,0.34408283,0.29684,0.047208518,0.8053496,0.22397223,0.7876181,0.4269176
0,0.7627171,0.42398435,0.10700913,0.34408283,0.29684,0.047208518,0.8053496,0.22397223,0.7876181,0.4269176
0,0.7627171,0.42398435,0.10700913,0.34408283,0.29684,0.047208518,0.8053496,0.22397223,0.7876181,0.4269176
0,0.7627171,0.42398435,0.10700913,0.34408283,0.29684,0.047208518,0.8053496,0.22397223,0.7876181,0.4269176
0,0.7627171,0.42398435,0.10700913,0.34408283,0.29684,0.047208518,0.8053496,0.22397223,0.7876181,0.4269176
0,0.7627171,0.42398435,0.10700913,0.34408283,0.29684,0.047208518,0.8053496,0.22397223,0.7876181,0.4269176
0,0.7627171,0.42398435,0.10700913,0.34408283,0.29684,0.047208518,0.8053496,0.22397223,0.7876181,0.4269176
